DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
NVIDIA GH200 480GB [0x3528];3;4;32;4;30000;0;18;4;1;3;1;0;-1;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;4;32;5;30000;0;14;4;1;2;1;-2;-2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;4;32;13;30000;0;11;4;1;2;1;0;1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;4;32;17;30000;0;12;4;1;2;1;0;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;4;32;32;30000;0;15;4;1;4;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;4;30000;0;13;5;1;5;1;-2;0;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;5;30000;0;13;5;1;2;1;-1;-1;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;7;30000;0;13;5;1;2;1;-2;-2;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;9;30000;0;11;5;1;5;1;0;-1;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;13;30000;0;12;5;1;3;5;-2;-1;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;17;30000;0;11;5;1;1;5;-2;0;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;25;30000;0;12;5;1;4;5;0;-2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;4;32;30000;0;12;5;1;4;5;-1;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;5;4;30000;0;15;5;1;2;1;0;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;5;5;30000;0;15;5;1;2;1;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;5;7;30000;0;10;5;1;2;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;5;9;30000;0;12;5;1;2;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;5;13;30000;0;5;5;1;5;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;5;17;30000;0;4;5;1;3;1;1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;5;32;30000;0;3;5;1;3;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;7;4;30000;0;15;5;1;2;1;0;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;7;5;30000;0;13;5;1;3;1;-2;-2;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;7;7;30000;0;10;5;1;4;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;7;9;30000;0;5;5;1;5;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;7;13;30000;0;10;5;1;4;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;9;4;30000;0;16;5;1;2;1;-2;0;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;9;5;30000;0;13;5;1;3;1;1;-2;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;9;7;30000;0;12;5;1;3;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;9;9;30000;0;10;5;1;2;1;-2;2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;13;4;30000;0;16;5;1;2;1;0;-1;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;13;5;30000;0;15;5;1;2;1;1;-2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;13;7;30000;0;8;5;1;3;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;13;13;30000;0;10;5;1;2;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;13;17;30000;0;10;5;1;2;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;13;32;30000;0;5;5;1;4;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;17;4;30000;0;16;5;1;2;1;1;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;17;5;30000;0;13;5;1;3;1;0;0;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;17;13;30000;0;10;5;1;4;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;17;17;30000;0;11;5;1;2;1;0;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;17;32;30000;0;10;5;1;4;1;1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;25;4;30000;0;18;5;1;2;1;-2;1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;32;4;30000;0;19;5;1;2;1;0;1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;5;32;5;30000;0;13;5;1;5;1;-2;-1;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;32;13;30000;0;14;5;1;4;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;32;17;30000;0;12;5;1;4;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;5;32;32;30000;0;12;5;1;5;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;6;6;6;30000;0;10;6;1;3;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;6;6;7;30000;0;12;6;1;5;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;6;6;8;30000;0;12;6;1;3;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;6;7;6;30000;0;8;6;1;4;1;-2;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;6;7;7;30000;0;10;6;1;3;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;6;7;8;30000;0;12;6;1;3;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;6;8;6;30000;0;8;6;1;2;1;-1;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;6;8;7;30000;0;10;6;1;5;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;6;8;8;30000;0;10;6;1;2;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;4;4;30000;0;13;7;1;1;1;0;0;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;4;5;30000;0;11;7;1;2;1;0;-2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;4;7;30000;0;13;7;1;2;1;-2;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;4;9;30000;0;11;7;1;3;1;0;2;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;4;13;30000;0;12;7;1;5;7;0;-2;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;5;4;30000;0;12;7;1;7;1;0;-2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;5;5;30000;0;11;7;1;4;1;-1;0;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;5;7;30000;0;13;7;1;5;7;-1;-2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;5;9;30000;0;11;7;1;3;1;1;0;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;5;13;30000;0;12;7;1;1;1;-1;-2;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;6;6;30000;0;11;7;1;3;1;-1;-2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;6;7;30000;0;12;7;1;3;1;0;4;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;6;8;30000;0;14;7;1;3;1;1;-2;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;7;4;30000;0;15;7;1;2;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;7;5;30000;0;12;7;1;3;1;-2;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;7;6;30000;0;10;7;1;3;1;0;2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;7;7;30000;0;12;7;1;5;1;1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;7;8;30000;0;15;7;1;4;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;7;9;30000;0;10;7;1;6;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;7;13;30000;0;12;7;1;7;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;8;6;30000;0;10;7;1;3;1;-2;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;8;7;30000;0;8;7;1;2;1;1;4;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;8;8;30000;0;10;7;1;5;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;9;4;30000;0;15;7;1;7;1;-2;-2;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;9;5;30000;0;10;7;1;5;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;9;7;30000;0;12;7;1;6;1;0;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;13;4;30000;0;15;7;1;5;1;0;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;7;13;5;30000;0;13;7;1;5;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;13;7;30000;0;12;7;1;4;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;7;13;13;30000;0;11;7;1;6;1;-2;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;8;6;6;30000;0;11;8;1;6;1;1;0;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;8;6;7;30000;0;12;8;1;3;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;8;6;8;30000;0;11;8;1;1;1;-1;-1;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;8;7;6;30000;0;12;8;1;7;1;-1;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;8;7;7;30000;0;11;8;1;6;1;-2;-2;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;8;7;8;30000;0;11;8;1;1;1;-2;0;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;8;8;6;30000;0;10;8;1;2;1;0;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;8;8;7;30000;0;12;8;1;2;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;8;8;8;30000;0;12;8;1;7;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;4;4;30000;0;11;9;1;2;1;-1;-1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;4;5;30000;0;13;9;1;6;1;0;0;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;4;7;30000;0;11;9;1;6;1;-2;0;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;4;9;30000;0;10;8;1;9;9;1;-2;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;4;13;30000;0;11;9;1;8;9;-1;-2;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;5;4;30000;0;11;9;1;5;1;-2;-1;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;5;5;30000;0;14;9;1;1;1;-1;-2;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;5;7;30000;0;10;8;1;2;9;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;5;9;30000;0;12;9;1;5;1;1;0;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;7;4;30000;0;11;9;1;2;1;-2;1;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;7;5;30000;0;8;8;1;8;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;7;7;30000;0;8;8;1;5;1;-2;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;9;4;30000;0;17;9;1;7;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;9;5;30000;0;17;9;1;4;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;9;9;30000;0;12;9;1;5;1;-2;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;9;16;30000;0;22;9;1;9;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;9;22;30000;0;6;9;1;4;1;-1;2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;9;32;30000;0;9;9;1;7;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;13;4;30000;0;16;9;1;4;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;16;9;30000;0;16;9;1;8;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;16;16;30000;0;10;8;1;2;1;1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;16;22;30000;0;6;9;1;2;1;0;2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;22;9;30000;0;16;9;1;4;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;22;16;30000;0;12;9;1;3;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;9;22;22;30000;0;15;9;1;8;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;9;22;32;30000;0;24;9;1;6;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;10;4;4;30000;0;8;10;1;6;1;0;2;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;10;4;10;30000;0;10;8;1;3;10;0;3;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;10;10;4;30000;0;17;10;1;7;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;10;10;10;30000;0;13;10;1;8;1;1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;4;4;30000;0;8;8;1;12;1;0;-1;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;4;5;30000;0;8;8;1;2;13;0;2;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;4;7;30000;0;8;8;1;7;1;-1;0;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;4;9;30000;0;9;8;1;11;13;0;-1;0;0;0;1;0;0;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;4;13;30000;0;6;8;1;4;13;-2;6;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;4;17;30000;0;6;8;1;7;13;1;4;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;4;32;30000;0;4;8;1;12;1;-1;1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;5;4;30000;0;8;8;1;6;1;-2;3;0;0;0;1;0;2;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;5;5;30000;0;8;8;1;10;1;1;-1;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;5;7;30000;0;8;8;1;10;1;1;0;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;5;13;30000;0;9;8;1;2;13;1;1;0;0;0;1;0;2;1;0;0
NVIDIA GH200 480GB [0x3528];3;13;5;17;30000;0;16;8;1;7;1;-1;-1;0;0;0;1;0;0;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;5;32;30000;0;4;8;1;5;1;0;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;7;4;30000;0;11;8;1;8;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;7;5;30000;0;9;8;1;2;1;0;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;7;7;30000;0;13;8;1;13;1;-1;1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;7;13;30000;0;12;8;1;5;1;-1;2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;9;4;30000;0;12;8;1;11;1;1;2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;13;4;30000;0;17;13;1;11;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;13;5;30000;0;17;13;1;9;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;13;7;30000;0;16;13;1;2;13;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;13;13;30000;0;12;13;1;3;1;-1;1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;13;17;30000;0;15;13;1;9;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;13;32;30000;0;19;13;1;8;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;17;4;30000;0;17;13;1;10;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;17;5;30000;0;17;13;1;8;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;17;13;30000;0;16;13;1;7;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;17;17;30000;0;15;13;1;2;1;0;1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;17;32;30000;0;21;13;1;11;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;32;4;30000;0;17;13;1;12;1;1;2;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;32;5;30000;0;18;13;1;12;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;32;13;30000;0;18;13;1;3;1;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;13;32;17;30000;0;25;8;1;2;1;0;4;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;13;32;32;30000;0;15;13;1;11;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA GH200 480GB [0x3528];3;15;4;4;30000;0;8;8;1;3;1;1;2;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;15;15;15;30000;0;23;15;1;7;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA GH200 480GB [0x3528];3;16;9;9;30000;0;12;8;1;15;1;1;3;0;0;0;1;0;2;2;0;0
NVIDIA GH200 480GB [0x3528];3;16;9;16;30000;0;13;8;1;2;16;-2;5;0;0;0;1;0;0;0;0;0
